('f9cf0475-58b3-4fa4-98cd-af34b10d71dd', 'poszkodowany'),
('00b5c88b-c93f-4425-8f35-5c820764182d', 'poszkodowany'),
('b12101d9-6929-4079-84bb-1ec65164593d', 'poszkodowany'),
('13210c25-9672-403f-965d-d428ba5d1413', 'poszkodowany'),
('37ff8397-5efe-4782-84be-15d4996d9b08', 'poszkodowany'),
('df6a2f31-dea0-41fc-a24e-17a445f18b41', 'poszkodowany'),
('e1a9abed-d01f-4795-92a7-16eb9c928955', 'poszkodowany'),
('2686f0af-570f-4faf-ab1e-a18318d65fcc', 'poszkodowany'),
('5877b8d5-6c5d-4087-b5e4-6fde2588372d', 'poszkodowany'),
('58f55d9a-d790-42bc-b79d-82f626e86ff2', 'poszkodowany'),
('0f9ad526-150c-412e-a62d-e218b19e7971', 'poszkodowany'),
('7ed232d5-9161-47d4-a4cd-842cf9d20a7f', 'poszkodowany'),
('ab1de5dc-c4a3-4ec6-b19e-677f7e48d837', 'poszkodowany'),
('3dd42214-a531-445f-86e4-373e8459253f', 'poszkodowany'),
('ef58a451-15aa-42d8-8131-a5b8808320b2', 'poszkodowany'),
('07aec83d-f5c0-4a46-a922-05427277c2f3', 'poszkodowany'),
('eb97f689-297e-47a8-b47a-feb0351ef287', 'poszkodowany'),
('0d71ebfb-0497-4581-8a35-a956ce485bc5', 'poszkodowany'),
('043bc442-fc1c-4667-a38a-f25aabf8ca97', 'poszkodowany'),
('d9d1f980-31c1-43fa-bded-0840837988ce', 'poszkodowany'),
('e1d2360e-b0f8-40d4-abc5-6b86e57ed01b', 'poszkodowany'),
('6c34f2ed-5395-407f-b068-1cdccfe120ea', 'poszkodowany'),
('b8510880-29ca-409d-b1f5-d0d014ab0f75', 'poszkodowany'),
('6c1b05e1-a44b-4778-9013-98f1d23a0113', 'poszkodowany'),
('b559d907-5b77-489a-ac5c-f79adc3da3df', 'poszkodowany'),
('2827aa1a-9fea-42db-9454-cb01c046c7ba', 'poszkodowany'),
('fc89c4fc-93f3-48f9-a64a-1d97f14b5712', 'poszkodowany'),
('edd1ce16-8c56-4e00-9b42-d104c3ffa03c', 'poszkodowany'),
('af870298-fc7a-41b7-8224-a543f56ab85c', 'sprawca'),
('e0ae40a9-d1d7-465e-9a5d-984e06c30860', 'sprawca'),
('5d174e88-13b9-47d0-80ea-39b85935dab5', 'sprawca'),
('6983cd6e-a6c5-46ba-8a2d-574f2a8da59c', 'sprawca'),
('4a13bd2b-837c-4877-8e31-bd0f7fb41b1f', 'sprawca'),
('9158b41f-c219-4978-b7be-2823d61bc237', 'sprawca'),
('00401f29-4c7d-4f4c-bc00-5713d12cc598', 'sprawca'),
('f69f18f8-3646-40aa-8fee-ab8c4517b207', 'sprawca'),
('452ef27a-b1b1-495b-94e7-14b36f7de4b3', 'sprawca'),
('085772e5-d30c-40f8-8e4a-4631bb4cc4d9', 'sprawca'),
('91fe82c8-0145-4d96-bc45-e6c8275c7946', 'sprawca'),
('59dca7ae-6508-410d-abac-1f2762d23076', 'sprawca'),
('f793a2c8-8454-4a16-a06e-52f692b901a5', 'sprawca'),
('55a7f0e9-1243-4d16-827a-6968c16a57c4', 'sprawca'),
('ae1c8317-acb5-4d69-bb20-7d95c07003d1', 'sprawca'),
('f32b021d-1ca4-495f-810b-762d5b2b9237', 'sprawca'),
('1a7acecc-03fe-4af4-bd78-d52954c49b71', 'sprawca'),
('28583db6-2778-4cae-a151-187f5d8450ad', 'sprawca'),
('f6cc27b8-af8d-4b8c-a5fe-8a5745fbb723', 'sprawca'),
('0379314c-a637-4f43-af99-29a4065482b5', 'sprawca'),
('0a0aa1c8-84f1-4ce2-9ded-184a0d578050', 'sprawca'),
('669e0d93-0459-4810-96ed-fae50ad4ee40', 'sprawca'),
('d95616c6-9cd2-4a82-9d84-453c04a93e2e', 'sprawca'),
('079fc3b7-ec32-4db3-9b29-bc16315e5080', 'sprawca'),
('f23af0b9-8df0-4a53-84e0-80c5c87bb16b', 'sprawca'),
('f15be38d-5b67-4c26-82d3-fced1281b3b4', 'sprawca'),
('c022bf3b-31c4-47aa-bb01-621f10274916', 'sprawca'),
('505c93db-432e-46db-94bb-a7be8b85fe84', 'sprawca'),
('c0144a1f-6d7f-4b10-bb17-996cb1cd13bf', 'sprawca'),
('4b8cd27f-7c93-409f-b2f3-01cec006eab9', 'sprawca'),
('69615c24-bb1c-42f9-b50a-248c7976eb31', 'sprawca'),
('2a411311-76ad-4a47-9bfc-232c86f9f729', 'sprawca'),
('f15e76c4-bed4-46f8-99da-97bcf074a6e5', 'sprawca'),
('2d97dc3d-95dd-4f9c-911b-266a61adfa83', 'sprawca'),
('5969a4a3-a5b4-4d4d-beb5-6e45b4e871ff', 'sprawca'),
('f6401d9f-9173-4f8e-8985-0bdd07428beb', 'sprawca'),
('d282c16d-9903-4eed-b5fb-5bcfc575792a', 'sprawca'),
('3a0845bb-d6e5-4889-9e41-b44a4f0e2d3c', 'sprawca'),
('f80f0028-7b91-4e10-ad96-7f3fc152da59', 'sprawca'),
('d46822a1-3fbb-4531-b052-663ade6da771', 'sprawca'),
('68d6c8f4-c504-421b-9d0d-210525286eca', 'sprawca'),
('3b52d7cb-9720-4df7-a4de-cdb840264f50', 'sprawca'),
('4ef7742b-d328-47f6-b868-35f6ad111e7a', 'sprawca'),
('14c98ad3-73e1-4cd9-9ae4-9803fb618572', 'sprawca'),
('e4f81568-7dec-4607-a478-2bbc09f20e05', 'sprawca'),
('eeb38add-e128-457b-8328-d191b03c5ab8', 'sprawca'),
('353db368-543b-4216-9114-ad21472292e4', 'sprawca'),
('05e8dd2a-c95b-408f-b6b6-dad52ac2b49a', 'sprawca'),
('aad45565-c6d4-437a-ab82-e2339a54d1c3', 'sprawca'),
('38fe5513-69f2-46ef-bea3-36db11fbe71c', 'sprawca'),
('4323ed73-8b5f-484b-a126-800efc695ec9', 'sprawca'),
('cabaf4bf-8322-4ff8-a564-7e49cdb3fe03', 'sprawca'),
('609445ff-a50d-4fd4-a034-1e3fd4ded6a1', 'sprawca'),
('a9d6f00b-a66d-4716-b4ac-b3f58c6cce4b', 'sprawca'),
('aa58c647-6061-4ac8-b528-633496cac2f7', 'sprawca'),
('7eb3c005-b82e-4880-b218-ca7fc81399cb', 'sprawca'),
('03c62b2f-55a7-41d4-9ad3-32108dd8d27b', 'sprawca'),
('ff340452-9711-4d07-bd00-4bbe8f2cafc3', 'sprawca'),
('1043030b-fbc1-4f5d-8cfa-49b04f260268', 'sprawca'),
('f902de21-0691-43d8-99e1-2b60afd5047a', 'sprawca'),
('a980b39e-73a4-4ac4-8f14-64e777e5d246', 'sprawca'),
('c3c80c87-e2fb-4930-8fd6-0ba5898682bf', 'sprawca'),
('c533fd7c-f262-4375-88a3-3810598cba8f', 'sprawca'),
('bf8a6cac-828d-416a-a8c8-502dccbe3ef7', 'sprawca'),
('3665b3ac-3f9d-40c9-a2de-7438b132d701', 'sprawca'),
('b19d8693-86bb-4edf-a5ea-48d5ceb3ff92', 'sprawca'),
('be265bfb-9b74-474f-babe-4826c044724a', 'sprawca'),
('f0afaf71-3417-4dd0-8c10-5a888f7d4b28', 'sprawca'),
('0e1438ad-1ca1-4698-ac1c-c083507ac10e', 'sprawca'),
('4c55d9d5-d524-485a-bb27-ba7a967b7324', 'sprawca'),
('ab1fc3ba-35b2-44a3-86f7-b772b7fa783c', 'sprawca'),
('bd70110a-e3b2-441a-8dd2-ff005ea2c49b', 'sprawca'),
('98633e67-49b5-4e4b-9fdd-8c97658cfd47', 'sprawca'),
('7aacd49b-3d82-4de0-bf2f-43b960417d1b', 'sprawca'),
('72e207ed-2c19-4c89-8c96-3b875e7f49d8', 'sprawca'),
('2d490cf7-017d-4038-8644-186099251df1', 'sprawca'),
('3c5a662f-ad07-416c-907e-16e430a9a407', 'sprawca'),
('97b30b46-db5a-4790-a8fe-39c14b5db257', 'sprawca'),
('d0d41120-8799-4159-a639-6ce6b91ecf61', 'sprawca'),
('b2b9cef9-38ef-481d-af0d-88c7a1f20372', 'sprawca'),
('58b2058e-e697-4e1a-9077-31bfebbc5035', 'sprawca'),
('9e964eb6-c165-4bf2-bf32-897da3249cb2', 'sprawca'),
('cb7bd86f-2313-4c58-9dd5-894162a1303c', 'sprawca'),
('88075ec0-c00e-40dc-8ca6-afb35a24b882', 'sprawca'),
('06880480-6b0e-4dc3-ba4b-e867aba67738', 'sprawca'),
('94be6757-baed-4171-b89b-b3927fdc768a', 'sprawca'),
('c9638a4f-7fbb-4206-8673-fabd8c0b1738', 'sprawca'),
('20f8b538-49aa-41c8-a868-2a346a764ec2', 'sprawca'),
('be303225-f9ff-4847-a20b-43fd63f034ea', 'sprawca'),
('d035d7d1-0ddc-4c95-8a00-6c5cb9fdbcaf', 'sprawca'),
('2bf3d007-a96f-4e6c-9abb-1161082a4890', 'sprawca'),
('4b24f538-30aa-49a4-b4a8-15af8ef5821c', 'sprawca'),
('f9d28c1b-e136-4cf3-92ca-4af06dcb9c60', 'sprawca'),
('0c198a87-2c8b-4f7a-b70f-f140f319008a', 'sprawca'),
('72877c66-2a1e-4f50-b4f6-49ac39283608', 'sprawca'),
('404f0194-4474-48af-995b-c3c95a074606', 'sprawca'),
('c07b6431-0054-42c9-a102-425f5bcbe654', 'sprawca'),
('ec7870c3-23f9-4ae4-88df-0c4909fc6196', 'sprawca'),
('2470b688-41c1-4912-bb97-df16dc2c8823', 'sprawca'),
('2cf022e2-c11a-40db-b3ff-29568f6d6d53', 'sprawca'),
('9cecef57-26d1-48d8-a712-f53d70d6968f', 'sprawca'),
('c67e5885-9c71-4bd7-ab70-dd4350d8b879', 'sprawca'),
('c30fcc71-9a86-408e-897a-7afb8951bcd9', 'sprawca'),
('2cf64dcb-4b4c-4c19-9158-b97ef3df5341', 'sprawca'),
('8d5f6923-df7a-4978-b68a-161d978a9ae2', 'sprawca'),
('cfbb6192-b275-4d1c-ae26-f24c0c917381', 'sprawca'),
('472a57ce-62e8-41e5-820a-80f87266ac7a', 'sprawca'),
('021693fd-056e-4056-a680-b1d4d6e40a9e', 'sprawca'),
('836f152a-71d4-4c2e-8c77-145b23403d36', 'sprawca'),
('e7613d13-9e6b-4ba0-8171-95b6300b43f9', 'sprawca'),
('15dd7fc6-57ea-44ee-a7e6-8f1f3aaadef4', 'sprawca'),
('d5257456-b21d-4806-a5a0-370b63173122', 'sprawca'),
('25955f80-06dc-4c94-95f6-254e56db3f61', 'sprawca'),
('33bf291f-4b4a-46a7-94f9-ddee4e44e920', 'sprawca'),
('3880e99e-f090-416b-bd4c-ce20e7026957', 'sprawca'),
('701bf491-52df-49c3-a4ef-30c6eb82dccb', 'sprawca'),
('e649d289-3be8-4f32-8fad-2dc55ffaf21b', 'sprawca'),
('cca44ad4-5c8e-4e25-8d00-066e74f5bebc', 'sprawca'),
('e47614ab-37ec-4c7c-9806-02f070aa2404', 'sprawca'),
('ed082cc3-9840-4319-9989-a80264451c03', 'sprawca'),
('528d512e-f4c9-43fa-8a1e-5f2768330260', 'sprawca'),
('3e5030f4-6e59-41aa-8266-ac18e0b14aeb', 'sprawca'),
('91c53f6a-a00f-49cb-9160-aa2e364bb2e0', 'sprawca'),
('c6800996-9114-4de5-8524-e4110eb91191', 'sprawca'),
('ec3b38c1-9e83-4c2b-8ea8-8a5cee6c919f', 'sprawca'),
('897b3784-5f59-4776-9681-0983483e5901', 'sprawca'),
('c09f1958-043b-42bd-8727-3559b616fbaa', 'sprawca'),
('bcee61c8-3ae1-44b8-9863-22b49b763dad', 'sprawca'),
('20b66076-896c-40c8-a0cc-801b0419aa59', 'sprawca'),
('9bfa54ee-91ff-4a49-854d-7168e20d5931', 'sprawca'),
('2e7b894a-ec38-4645-a6c9-55fbd2737fb6', 'sprawca'),
('f25b6247-a2fc-47d7-8e5d-a1f6fd12aa82', 'sprawca'),
('73945933-0d3a-4be5-8bc5-d4f01771966e', 'sprawca'),
('98cb3461-d5f2-4d0e-b485-cd04d68dc81d', 'sprawca'),
('71b3a743-0c0f-4a05-b3ae-b81862a67d56', 'sprawca'),
('91c5fa0f-7425-41a1-b380-0d84f7f0666a', 'sprawca'),
('bb22614f-8c2b-4056-8b6c-cc0e4013d3c3', 'sprawca'),
('176011f3-168f-4eab-8f00-2274310c2e78', 'sprawca'),
('4b3d1067-757f-43bd-96c4-6306aaa4f3f5', 'sprawca'),
('3b6febdd-6710-42ce-b2af-25887bd4c2e5', 'sprawca'),
('a868b676-eb19-4fce-acf3-d52384153248', 'sprawca'),
('626aa9f7-7a15-49ae-8d08-e8d0a4a11163', 'sprawca'),
('29fd5801-b16f-4502-9613-bb3324634f80', 'sprawca'),
('ec4bbace-3372-4e0f-bcdd-e320a3927872', 'sprawca'),
('ef35e095-3b38-4e8b-8678-b37f7c196494', 'sprawca'),
('c474bdbd-baeb-434d-8940-402b8105a45f', 'sprawca'),
('8b04136d-f644-457d-b792-0cd64af4d2f5', 'sprawca'),
('0ce42000-296d-4d2e-8d49-9c69909d3ea0', 'sprawca'),
('46423557-000d-474e-ab33-38a52c89cfef', 'sprawca'),
('cab11012-c503-4c85-a992-526337eb8073', 'sprawca'),
('c0c4f4ed-a3bd-466e-a52e-0a0bf658c6f5', 'sprawca'),
('ff9bde0f-3e8d-4aaf-95cb-aba830a076ba', 'sprawca'),
('f8724371-2a91-464c-83b7-9fcf07dff8de', 'sprawca'),
('35bfd1c4-d8a1-42c3-b100-16553d2d91b0', 'sprawca'),
('01507923-0689-4675-9200-286ef529c7a4', 'sprawca'),
('094daf9c-6191-4b03-a6af-9d8dd5b04411', 'sprawca'),
('1a49e448-568b-4a54-8b6c-2cc1a373f84b', 'sprawca'),
('38e2ce89-3fc9-4679-90f3-0fe2d7393814', 'sprawca'),
('1ea061b5-14e9-439b-98bf-cddd3e126a98', 'sprawca'),
('61785338-361a-4756-9396-8fa8169f8108', 'sprawca'),
('f75a1364-9ee1-4cba-910e-f49479b1192a', 'sprawca'),
('c2b3848f-8c5c-477c-82c6-ff4d4ce18a09', 'sprawca'),
('00798c5b-36da-4c3a-8557-2d6b95e250f7', 'sprawca'),
('a7592507-38a0-4aa9-bee4-de32045ee9df', 'sprawca'),
('b62750fd-4f46-4065-b00a-7591b4340fd8', 'sprawca'),
('8c6bd09b-d4eb-490a-ab45-da0bf8c1a2df', 'sprawca'),
('a8f3912d-c81c-4b29-ad36-a0343bb7f1da', 'sprawca'),
('54d7a222-39b5-4f64-9faf-a231e3eecd3e', 'sprawca'),
('22a83c6c-e480-401a-a41e-0f1333d575e3', 'sprawca'),
('6517dd89-b8d1-44f5-b909-b04c81472e68', 'sprawca'),
('e0b8a806-b59f-4bc0-8c38-020cdf4753ba', 'sprawca'),
('0cb1f9e1-5b92-4c2e-a734-fd4c4a5cee86', 'sprawca'),
('e084fdb9-86db-4c4f-baaf-80c0aea89cf9', 'sprawca'),
('2b2fcb7b-be6d-4ee6-8792-8c6ddd34be38', 'sprawca'),
('8e36e810-d1e9-4d0d-ade7-cdc1d81649a1', 'sprawca'),
('b3fcc46c-d54e-432d-bef2-57d2719dca68', 'sprawca'),
('1226cf2f-bca7-4894-8b94-a4254bf6c967', 'sprawca'),
('eee98a76-abdd-41c4-8e28-95ba93254284', 'sprawca'),
('579231a6-b1a7-45a8-a904-8e7dfd867aa9', 'sprawca'),
('3442142e-1275-4db2-8bf7-0f816b39d977', 'sprawca'),
('b0ed9b3a-b79a-4bbe-8d7f-2f7f8fe8aa22', 'sprawca'),
('0cd07c39-61f2-48fe-b62d-6b1bd90dd442', 'sprawca'),
('273ed85a-dcbd-40be-ba84-1230103fc633', 'sprawca'),
('d543de23-5b03-4dd7-8936-aa422e084537', 'sprawca'),
('e340a91f-ffa3-401c-898d-0e871708c8a2', 'sprawca'),
('565055b0-bb32-4a9e-9071-74ca0153e1c6', 'sprawca'),
('e010ff49-a931-4a49-a392-4d3f1bb39b46', 'sprawca'),
('3dc6641b-0354-42b6-b3c8-877a1df40690', 'sprawca'),
('75eeb6cf-ec55-4bd7-9355-5529c2bc98c4', 'sprawca'),
('59ac9dec-74dc-47a3-b16b-820a12bc0c35', 'sprawca'),
('0249954b-2699-4867-b286-a65038423427', 'sprawca'),
('1f875140-9f8b-41ba-919e-80b0b226a6a7', 'sprawca'),
('61cc9257-26de-43c3-9c35-9baf7d54110a', 'sprawca'),
('c3fbf05d-ab02-433b-ae8e-e296aff84779', 'sprawca'),
('0b7af998-be18-48a1-a1bb-403bb53c8656', 'sprawca'),
('5106d003-4acb-4fc8-8bba-de9bbfd7c81a', 'sprawca'),
('6630883d-26d6-4c4f-bc0a-6672c092dd37', 'sprawca'),
('746dc7cb-a90b-4b1f-a8de-537e922a60f7', 'sprawca'),
('ec743e8e-942d-40bf-a21b-df30783c7a33', 'sprawca'),
('80a2294c-ed2b-425f-86ed-67a0eefff733', 'sprawca'),
('6b75f6e2-9084-4218-be23-d54c27237f8b', 'sprawca'),
('35d4016f-2212-4e2e-978d-3ca8b65d364b', 'sprawca'),
('e19ddfdd-c682-4e31-a12c-59b3dfd545ed', 'sprawca'),
('085988e0-6d5f-4ec3-8374-28656795742f', 'sprawca'),
('e3f67c76-ef0c-4a8d-9c1d-54e0a59833e8', 'sprawca'),
('753a05f4-2acd-4978-8da8-28dfb9cf5c98', 'sprawca'),
('7bc5f659-6137-4561-8ff3-16b435908d5f', 'sprawca'),
('0d6dbd27-59cb-45be-be35-d15ac0ed22ab', 'sprawca'),
('cf245778-869d-461f-a37f-4540fe6b3e9a', 'sprawca'),
('cd92831e-6eb6-4504-8f24-f12b919b5f39', 'sprawca'),
('093771aa-be2b-459e-b06c-90058ad15fa6', 'sprawca'),
('10ca2e5a-9ec4-452b-a813-873d08528588', 'sprawca'),
('ac584729-9db8-4347-a425-0678f51c45e4', 'sprawca'),
('e7e4dfc8-c485-480e-bdfc-923206e31b81', 'sprawca'),
('057cc455-342a-4b83-8a8a-a127e4df3757', 'sprawca'),
('694343e0-999f-44b8-aa09-1fad6a7e24f2', 'sprawca'),
('0dd0d65c-e829-4e05-8b50-5ae457006e21', 'sprawca'),
('2c177abc-04c3-4065-b6de-525ad1ad6f37', 'sprawca'),
('76bb366b-6e5f-43c6-88b7-70d1d206f571', 'sprawca'),
('5f73cc28-6600-4abe-8749-f64c6692207a', 'sprawca'),
('fa70fcab-5836-48d6-905d-446cd287631a', 'sprawca'),
('8606472d-4e2a-4acb-aada-42def1288f11', 'sprawca'),
('e5dd230a-8607-42f9-8ee0-7262bd092fb2', 'sprawca'),
('74481dd5-086b-4a1c-a2d3-5eda6a3dba87', 'sprawca'),
('f17adb59-48d8-4694-9998-ad991d205f4f', 'sprawca'),
('c18e4909-8870-4a40-ac9c-9fbc37a5e929', 'sprawca'),
('229ae549-0b8c-447d-92b7-06b61713998a', 'sprawca'),
('a18e7546-b143-48a6-8905-2e7aee0ebed7', 'sprawca'),
('d358a70f-65e4-4b3c-b277-77ad8cbf39fa', 'sprawca'),
('0c75f7d9-0b17-4403-8def-ae5d458a45d4', 'sprawca'),
('e4cca047-94ff-416a-bab5-5bc3dff90d1d', 'sprawca'),
('1616e02d-e492-4f5d-8f28-3930a129bf7b', 'sprawca'),
('46445e89-9146-4a57-b417-a6868f28d7cd', 'sprawca'),
('6d0de152-7fd6-45bd-8381-fa4ea44616f9', 'sprawca'),
('cb81d5d1-0fa9-4716-a80a-e9f507d9f638', 'sprawca'),
('2e030caa-3aa5-4e47-afe0-c27d8974efef', 'sprawca'),
('93fc6185-ccd0-4027-a65e-e22da819c2c8', 'sprawca'),
('b73875da-08bb-4bc3-a4ec-b81c67d57323', 'sprawca'),
('5b72ce79-dd6f-47a5-bff5-1eeca95b6d7b', 'sprawca'),
('51023fb9-fdce-4fe0-aac2-af5a027e8c5e', 'sprawca'),
('c605f836-b2c2-4a08-818b-070a5d07a4fe', 'sprawca'),
('a119e14c-3363-4d95-9e7f-01fbcc371d60', 'sprawca'),
('e2d2225c-642d-4210-b6ef-b82e3c1615d7', 'sprawca'),
('057779eb-1f90-407c-a5e1-046d3304fe43', 'sprawca'),
('0436d8a8-39dd-4f1a-91a4-093df0fb1c9f', 'sprawca'),
('800ff092-cee5-4e28-813a-2b5a03f6c017', 'sprawca'),
('29eca3ec-c2c4-411b-9ca9-2a98bbd224e4', 'sprawca'),
('cc590ebf-e4cc-47d2-a31b-2f94175bf2a5', 'sprawca'),
('b126779a-fefd-4ac6-bea0-7c51e381860b', 'sprawca'),
('455acd7e-d314-4ebc-8a85-0bfa30ede0fc', 'sprawca'),
('fc3a40ef-c080-4f8b-9412-8da55e848d87', 'sprawca'),
('246e75ec-5020-4b38-932a-4ba6d18da6b6', 'sprawca'),
('d598f270-b479-4ea0-a76f-b88543c5ca12', 'sprawca'),
('02eb63cf-09d7-4c03-9210-55422d136cc1', 'sprawca'),
('2368195a-8bdc-47fa-8d62-ae1a170665fb', 'sprawca'),
('15ef2332-a500-49ac-a593-d7c4ce631f1b', 'sprawca'),
('d5366c01-b51d-4048-ad2b-1c8ace60bfe8', 'sprawca'),
('91eee8c3-9114-487d-b9de-01f898cb7756', 'sprawca'),
('cd792cda-0071-4d38-8807-3a2f0f565c5c', 'sprawca'),
('cab39202-6c77-46ef-80da-9c1a7d8deff9', 'sprawca'),
('d4f9af04-f8a8-4de3-9cf3-f9e65e4c165e', 'sprawca'),
('dad4dc45-4506-4677-8659-3a43675b319f', 'sprawca'),
('02f76cb9-8cb4-424e-9660-d1cb8418a82e', 'sprawca'),
('81772b44-5b78-426a-a83f-c7a3ed32331f', 'sprawca'),
('c8fb0715-7560-48ef-98a8-3a24573886c8', 'sprawca'),
('be03489e-de74-4ac2-b303-bc2d715c9b48', 'sprawca'),
('f94f2e32-9845-4c76-a72a-bb8377cc12ba', 'sprawca'),
('b61675b1-eb40-4c78-a8aa-533efa442128', 'sprawca'),
('4d7f6c94-515d-4678-a257-da1e58dd15d0', 'sprawca'),
('f19f5f0f-04da-46f4-ad51-2500fdaeb367', 'sprawca'),
('6316dee9-7345-47e8-a739-734b1b533a4b', 'sprawca'),
('88b804d6-ac53-4eb8-87bf-3fa30155a9de', 'sprawca'),
('4f621b70-f96d-4a89-a364-b061a46c246d', 'sprawca'),
('7514a37d-2b0a-4238-a5ba-7f4cc3c57a36', 'sprawca'),
('8c5b1df3-363d-4368-bd18-ccd51107acaa', 'sprawca'),
('12d64454-3027-461e-8040-8c91229bf8da', 'sprawca'),
('5d18f40f-3881-4775-a2bb-078d9efcab9f', 'sprawca'),
('dd7e4df6-b0f6-45ae-b15c-0390a87faa85', 'sprawca'),
('aad9b5b9-5f92-4b38-b8fa-694416fe5274', 'sprawca'),
('abc928f8-19df-4d09-a17e-90324e01b8c6', 'sprawca'),
('2468f813-e872-4398-ae5b-3d9a99c71fea', 'sprawca'),
('7b97fe43-3edf-4e94-a0ca-e30eb2afc734', 'sprawca'),
('82a62760-c1c5-40eb-94e3-302b1e7d77ef', 'sprawca'),
('f2428af6-c8da-4720-9e79-12482280b663', 'sprawca'),
('a2d6a370-cc9d-4a29-897b-165d78b4b1db', 'sprawca'),
('835d260f-43dc-418b-b9ab-c09b3e4ff56f', 'sprawca'),
('11f6efb8-066a-4fdd-9602-246126037cf2', 'sprawca'),
('10ce2318-f8d4-4fa3-a491-54dfaebf8315', 'sprawca'),
('7a9d3d79-dd47-4e6f-aea4-059890dc3bc1', 'sprawca'),
('ca9e9272-2638-46c3-9ad1-66bf5290b344', 'sprawca'),
('e03e770f-1831-4c51-8430-775888a20006', 'sprawca'),
('a1b4366e-430a-49e9-abbc-9003e0922566', 'sprawca'),
('d3b8d5b1-202f-4c76-97b8-856bd817ad6b', 'sprawca'),
('d19ddc81-e1c2-4be3-82f6-6adeb256f8ff', 'sprawca'),
('9f40df71-1ff7-4a31-85d2-f470763a3e72', 'sprawca'),
('b4e07263-3bf5-474f-ab4c-0a8a58e1d49f', 'sprawca'),
('7a7c42cf-b918-4050-9fe1-7999bf87491e', 'sprawca'),
('53568bc4-a15e-4376-917d-8ab0cee53770', 'sprawca'),
('d508940a-7b41-4936-98b2-84427e4c9d83', 'sprawca'),
('6bae0f4e-5c0a-490a-8345-cef5006237ec', 'sprawca'),
('f096c9e3-4b48-420d-890a-e0d1c337a2fa', 'sprawca'),
('97faf7b6-5c0a-4fba-b7ce-c6f493533726', 'sprawca'),
('966a9846-4861-467b-8199-8211980696ed', 'sprawca'),
('484f8ee2-0188-4882-ac7c-4d6c0633962d', 'sprawca'),
('9581d945-515f-4e74-8e2a-ecb86f04daa6', 'sprawca'),
('ae42bae8-a4e7-4ffb-bef9-28d17f1b2728', 'sprawca'),
('bb1c8af1-22c9-4a45-a490-12747976ff2b', 'sprawca'),
('98c0c2a2-ea28-4635-a121-5506f0da1a8b', 'sprawca'),
('e22da2c4-2a69-4fbd-bf90-d26914864ae1', 'sprawca'),
('6c25aa45-d84c-4f71-a9be-9a0ad768ca7e', 'sprawca'),
('6911990a-f226-4677-8618-00521298c142', 'sprawca'),
('2f8c96f1-14c1-4e12-8cdc-3bc024dc5865', 'sprawca'),
('3c8d4f83-d3ca-4958-bf48-58c5e16a7df8', 'sprawca'),
('190895ee-9c6d-4eed-8656-abbc5f21778b', 'sprawca'),
('e311a888-95f2-4197-9908-11379298743b', 'sprawca'),
('12e83718-4c87-4b39-9c9d-bd2936283cbf', 'sprawca'),
('c2eb8492-8e77-4f82-b55b-b4665a653e75', 'sprawca'),
('b49a4eed-0f35-46f6-96c6-d6a67e386fd5', 'sprawca'),
('18282aea-6d4c-42de-bd4b-c9952050b02f', 'sprawca'),
('7b6d06d6-596d-4b46-ac69-132d1b6a7f79', 'sprawca'),
('0ee65d43-3b4e-4724-b1a0-f141024ff599', 'sprawca'),
('6eceb6b4-ef1b-4a63-a5e2-1150781c6f53', 'sprawca'),
('6b5d9eaa-7c10-4bb6-a735-00f537e793c3', 'sprawca'),
('4d8278d5-ee2f-4ef2-980e-1185c4b7c1d1', 'sprawca'),
('e592e447-485c-4499-ad7c-d6935a297877', 'sprawca'),
('df2fdc31-a4c3-4e16-bc85-d873de0e6424', 'sprawca'),
('e0473d47-a285-46ad-adc5-fb07b6215cc7', 'sprawca'),
('e2808738-4e67-4568-bd29-7a02fb05813e', 'sprawca'),
('ded9100e-07b4-42da-8e00-101a6da0802d', 'sprawca'),
('dbb3b2cb-9040-441c-a27f-2176cc4b6f2c', 'sprawca'),
('9eba43fa-fe66-4266-8be8-4384f0c74fe1', 'sprawca'),
('21f5aceb-2167-4d66-8fbd-1c62ac4a9b97', 'sprawca'),
('1450734a-e7c4-44d6-b0be-df4324ab2f6c', 'sprawca'),
('49e0691b-11f0-4e72-a93d-ddde5c1b5da9', 'sprawca'),
('89908957-d162-4a92-8654-11cb32760a46', 'sprawca'),
('97521161-9bda-4c11-9100-852c7f92fa33', 'sprawca'),
('b3547fd7-e519-4dfe-8c1f-42a20951adea', 'sprawca'),
('817204f4-0ced-44cd-b8f8-15c8cfefa712', 'sprawca'),
('8dacf0f9-36f2-414f-969d-d0240fb13c53', 'sprawca'),
('f9ada973-6dfa-470e-8e1d-ebd57233a9c9', 'sprawca'),
('abe37fef-ff12-47cd-a53f-b5996fedf8b4', 'sprawca'),
('1bf64d1b-9aa4-4e3a-a707-f9b0f0260cc9', 'sprawca'),
('8697d16a-1672-4a21-9ed8-8ee214768cbf', 'sprawca'),
('844aa848-c5c5-4fd4-af63-e6b485f90d63', 'sprawca'),
('66687a10-71b2-4991-a8a0-a789e5498f9f', 'sprawca'),
('0a72dd65-7e1b-445a-b833-29ab2456b806', 'sprawca'),
('dfc54823-6dec-4b49-9b14-e58ee7392f36', 'sprawca'),
('df3ee427-1f76-45dd-a8bf-16a192172736', 'sprawca'),
