('548b95d4-ac85-4264-ba1e-bde5f3681517', 'email'),
('e1262363-442d-4aa5-b0b2-7cd7fe78c9d7', 'adres'),
('1c961761-b95a-4f14-87b1-a64074641d5d', 'telefon'),
('2f8db762-9d54-4dac-90c6-ad6e20ffdfcc', 'NIP'),
('fcdb7ff8-b745-4d64-988f-39c465ffa56d', 'pesel'),
('c75c6ba2-d8e4-4ecc-b61d-499a8c1bb82e', 'email'),
('b195aca3-a74f-4ddd-acf3-f213da4fa0c2', 'adres'),
('160d2744-65b6-47a4-ab5a-f5d7d2209875', 'telefon'),
('889b0301-6db1-4263-bfe2-7aacd832911f', 'NIP'),
('6b39ca17-2bcd-433d-843c-d944f70be56c', 'pesel'),
('7527d36e-f7ce-44ce-aea3-1508b2f8b0e4', 'email'),
('69c6eb98-ba48-4fb6-b59d-30e298bad891', 'adres'),
('1606a841-fda5-4d47-9f1b-2a1d9ebc7688', 'telefon'),
('68a1e036-e6bc-4b32-894d-3e6f186bb593', 'NIP'),
('451e082d-3198-46db-995d-c9c2ac1d4a98', 'pesel'),
('7093d16a-eded-4a04-90d9-9fe712ed5d0c', 'email'),
('caa15331-e92a-410b-8ab3-f11476ff14a0', 'adres'),
('12368939-cca1-4229-8d75-b8e4a971ca35', 'telefon'),
('1c29f497-a66e-4b3e-bf80-5a515911f291', 'NIP'),
('263199d5-6466-42eb-bf13-e3ac659e0976', 'pesel'),
('fd003979-b9f1-43bc-aaf2-532759abe48e', 'email'),
('68f0f38b-cafb-40e4-82f7-d8a239ff978d', 'adres'),
('c53c998b-2f2b-4cc7-81ea-298e49b07ef5', 'telefon'),
('3ff75669-c79a-4c40-b6d3-58bc9915550d', 'NIP'),
('472ff36c-0b26-41fc-ad92-fb5fbb4ff9e8', 'pesel'),
('2526406c-5e94-4274-8fbf-c856e076e9b7', 'email'),
('ab030246-32cd-4947-a520-e0a0c3af6852', 'adres'),
('0fa3215f-5661-4a1a-b9f6-3d6efac2d3dc', 'telefon'),
('f3662287-839b-4c47-9064-13b2c435ea00', 'NIP'),
('5bbb2d80-c1d4-4273-a0ef-1abcc46cfd92', 'pesel'),
('ae39bfa8-a517-43a4-9bb9-ba05e1e7d7bc', 'email'),
('7261329f-7f61-4cc9-b19b-54c93c73c6d5', 'adres'),
('1d446c8b-f237-41c8-b2ff-ee33f33c1bb0', 'telefon'),
('04636c4c-1727-4fd2-b538-314c2674666b', 'NIP'),
('b1567dac-9dec-4d5e-9be9-dfe594cf4d8b', 'pesel'),
('71acea50-3603-46a6-bd3e-051e53ea7d96', 'email'),
('99e394ac-2b9b-475e-b48c-81441f205dd3', 'adres'),
('53048197-ec38-4ad7-a609-517f715df945', 'telefon'),
('1b4c49ff-b222-4325-bfc8-099adaa4a47e', 'NIP'),
('ca1c0683-bc2c-4c82-8ec6-57266e2654d8', 'pesel'),
('fedb8995-7875-4c89-bd30-5f73a4b0d5c5', 'email'),
('a46fcca8-2dd1-436a-a7ce-69247403a464', 'adres'),
('7d433481-e5a1-4d25-9149-84d347ce824e', 'telefon'),
('35b4cdc0-99f2-4648-bd33-2ba026075d02', 'NIP'),
('1ea1e03b-ad31-46dc-9233-6fa268d25b1e', 'pesel'),
('d819971c-c180-4407-9c81-f63ff39b7aed', 'email'),
('00554651-f656-45d2-bd32-c9825bdf4e2a', 'adres'),
('56d3840a-97eb-434a-9c73-94d4700fee3e', 'telefon'),
('eaeb7e06-333c-4a63-ba2e-60a66253e05d', 'NIP'),
('798be5d1-4e17-4332-ade1-89776af13452', 'pesel'),
('429f2dcb-e193-451a-8827-98ce76b0461f', 'email'),
('3140c933-5e89-42f7-bead-0195df4b87de', 'adres'),
('7f28aaa4-8a0c-4d21-96d2-a66cd6418126', 'telefon'),
('49601cd4-8e28-4681-b77a-9fbe23bc4fbc', 'NIP'),
('889d64a6-4afc-40ca-9e73-ed713d6a49da', 'pesel'),
('caf405fd-237d-4c93-9218-00cae1f7b761', 'email'),
('a2f8949a-5e5b-4846-b839-006affa05be4', 'adres'),
('cdfd582c-a43e-4283-b98e-0796a6d06368', 'telefon'),
('3a1f822c-578b-482f-965f-c5d15a2f20ee', 'NIP'),
('f9b6dfe0-271c-4b7a-a71e-15270ae03226', 'pesel'),
('fa7fa2b5-c9ad-424f-b1e7-1d388793b877', 'email'),
('1a29ac7d-9cac-4578-bbe9-c37411912215', 'adres'),
('a5dc1e18-cfd6-45fa-8461-e493764c8dd1', 'telefon'),
('f67f495f-8981-42f2-b059-babe502bffab', 'NIP'),
('b54cff78-c615-4256-a939-a5c5491c8deb', 'pesel'),
('e89975c9-9e5c-4fc3-a796-cdb9ffbbe7f0', 'email'),
('77b8687d-41ec-49fc-abf2-0eedd9810a36', 'adres'),
('bae956df-79ee-4df4-9be7-552b0e3cfb9d', 'telefon'),
('3b5c15c5-3f97-4fd9-8a9c-ece1d53a7556', 'NIP'),
('68f9989e-54f5-40e8-9869-f74d175c0eb3', 'pesel'),
('2f27239b-d562-47e3-9d4a-769d18104776', 'email'),
('63162c97-b39a-461f-acb2-aa2ef09dabbd', 'adres'),
('34be6da5-651c-4cd7-a33e-e93fea95962a', 'telefon'),
('c568b012-35df-43eb-82ab-7af5cb445b65', 'NIP'),
('37d92b56-fdea-442d-a71d-6ae13648f0f5', 'pesel'),
('562185b8-2b22-467e-8f17-13fe4217afbf', 'email'),
('76067ac8-da5e-40ba-a8ee-760183b2cf3c', 'adres'),
('f57112c5-32d6-4f68-b311-cf1ad11d4ab6', 'telefon'),
('8e22e6ea-845d-412a-80d6-a3fdff097afb', 'NIP'),
('c31ef624-5fbf-4f2f-be3c-aad76152db7c', 'pesel'),
('00f8ce18-231f-45e5-a72b-a0b158fd56bd', 'email'),
('f30752b2-5395-4b5c-a8c3-07385cf5eabe', 'adres'),
('18a1d6d9-eb59-4d86-bbb8-81d706414534', 'telefon'),
('91314247-e927-467a-957b-f4da6ae7407c', 'NIP'),
('47b4d586-3112-47cb-a9f1-cdb72f7a2011', 'pesel'),
('ba30d3f2-03d4-451e-beaf-7815631c45fe', 'email'),
('8cf8a131-3347-46f8-8173-aab865f6e734', 'adres'),
('980f9936-b29f-4b88-84e1-855dea31984b', 'telefon'),
('de25c051-4e1d-44fd-888a-9df7d0d2ed9f', 'NIP'),
('410d88ce-dc91-4af7-b33d-55c4ed8cd93c', 'pesel'),
('649fb865-e87d-40a6-9ee7-2d976204eb88', 'email'),
('a7e049ef-83fc-4a28-bfe6-091c1932c573', 'adres'),
('61d6aae4-1731-4bc4-af3f-abd049233194', 'telefon'),
('7ff6435f-ae97-4512-b372-72b3905bec03', 'NIP'),
('9e91c468-ee3d-49c0-a354-d5a140f02e43', 'pesel'),
('881aa0b1-2918-40a5-950b-d5847acad5e0', 'email'),
('dc0a6237-2e7b-4adb-b2ad-0d2de8f66f17', 'adres'),
('09445592-54de-44f5-a842-541b97f9cbd6', 'telefon'),
('8b5d5862-a912-4a05-b51f-69ad3a250680', 'NIP'),
('f189e530-97dc-4f39-9b71-8c576d6bda79', 'pesel'),
('0e0b7bf4-62b6-416c-8ef0-6bcf61888fe3', 'email'),
('9ffbdbd0-d416-41e5-b083-e3e766ec3887', 'adres'),
('97cfbae9-dd38-44ae-a034-0b977d9ccf15', 'telefon'),
('5da7880d-3600-4869-a569-8e83a5c017bd', 'NIP'),
('1782a6ab-8a06-4ed4-9518-51e44b7ae143', 'pesel'),
('ebb2947d-cd67-40eb-914b-683b5cafaa59', 'email'),
('959e532e-dfbc-4aa1-99f8-abed16495735', 'adres'),
('1eab4967-7fe3-47b7-a9ac-72786be18d9f', 'telefon'),
('cb5e1ca4-0cae-45f9-8096-84f868d9a6d4', 'NIP'),
('3ad61668-1376-43ff-8ee4-97d72e11efd7', 'pesel'),
('354acfae-4fb4-4336-aee3-edb23e0547ba', 'email'),
('70a119ed-904a-4c08-a960-9df1259fd7f4', 'adres'),
('6c3ffb1d-b096-4d6d-9fdb-bc87d3d5a2ec', 'telefon'),
('d6fe057f-8a70-4725-85f5-361cacc8d319', 'NIP'),
('0802fa35-a46f-4b6d-aa41-279864f65a30', 'pesel'),
('64653d41-14b4-48d1-a9bf-c7b540df571e', 'email'),
('0b7e5e7f-6a2e-47d1-b113-10d0d3a7299f', 'adres'),
('139927de-bd1e-44f9-a09c-176d598bc7a1', 'telefon'),
('83b18c99-3f33-491e-99fc-651c73515387', 'NIP'),
('38b27dfa-5e04-4886-b731-90efd3bc6045', 'pesel'),
('3b154ce5-8371-4e97-ad39-d392fc2174d6', 'email'),
('94e66c58-02e8-499b-848b-c736013622c1', 'adres'),
('ac532e56-5b59-4ca8-baf2-0db32d48ef67', 'telefon'),
('e1a110b2-d572-4edb-8268-53d7e7a0d263', 'NIP'),
('62f88428-5779-4cc9-9ecd-a73966d46ebf', 'pesel'),
('50eb9853-04bc-486d-8a9f-a26e178b23f4', 'email'),
('c9c2b371-f98a-4e9a-b68a-90b00f46ea69', 'adres'),
('aadc1edc-ebab-4f0e-8473-5135e65fc9fb', 'telefon'),
('3b6264fc-3bef-440b-819d-b47cce02aa48', 'NIP'),
('15a12725-28ea-425d-9be3-720cfe0a64bd', 'pesel'),
('7c61dbcd-7cc6-4ec9-8643-9a0d4da5a2e5', 'email'),
('dd70d37d-366e-47c0-9f54-15315fb0ad9b', 'adres'),
('4d62ad3d-23ef-4d2d-b382-0e2eb7ca1bbb', 'telefon'),
('eb20d540-92f2-4366-8602-cb1a73bbc75d', 'NIP'),
('4c5f0aa8-231c-40e5-86e6-d2f4a767652e', 'pesel'),
('75759d79-bf20-4ea1-93a5-0433c2c0f6cf', 'email'),
('a9ad4cde-8ffd-4bc3-ac20-47800ba963be', 'adres'),
('df233e03-6619-41fe-a9fe-e6bbcfb8007f', 'telefon'),
('744c5947-b8ab-42ff-b4fc-24fcd60140a1', 'NIP'),
('ddc3e854-b9c9-4e1b-86a8-feb038f87c86', 'pesel'),
('018ce847-a488-4abf-80e9-42b2f9666942', 'email'),
('78d1c760-e300-4d5d-b4b0-fced634b7f69', 'adres'),
('4fe99a02-288d-49b3-8588-ab07a1ba4ebf', 'telefon'),
('035790d2-4b38-469f-8ccd-b692055e3ea4', 'NIP'),
('72fc331d-ee1d-4e10-969c-ec93636e549f', 'pesel'),
('b8efc83a-3437-43d2-b205-f54011cadbf2', 'email'),
('7ed16ebb-681e-43e0-a696-42f5d3496ddb', 'adres'),
('4d71596b-85f6-47a1-b9de-6b0a7be2aeac', 'telefon'),
('4888da0f-2d23-4c37-961e-eaefc4a83166', 'NIP'),
('64921e1f-fbfd-4fe6-b429-22645904d4ac', 'pesel'),
('f78ffb04-fb80-4279-8a63-1b8c3bbfa815', 'email'),
('b8cf092f-0df0-49b2-ad03-910f52ee2a27', 'adres'),
('f33d681c-d308-4c8b-a9b1-df012328b880', 'telefon'),
('1b52dd55-4a0c-4b61-91bc-cb04489b003e', 'NIP'),
('eb7343bc-739a-49ef-9084-39e4893fc50a', 'pesel'),
('f61f2704-20a4-42de-b858-a36947885f0b', 'email'),
('c1570c4e-128b-4c45-ac43-b7a7076829bc', 'adres'),
('0b952c25-a040-472f-8ad4-131d85d87d95', 'telefon'),
('4c9b0ecb-bb2a-4540-8e52-c8421d834986', 'NIP'),
('9e23a16e-cc9f-4f6e-8087-443a15f3f6ce', 'pesel'),
('21ab6724-dd35-47d4-aa96-00a9b6f866fb', 'email'),
('209ec3d8-14d3-45ab-9fa3-c15eb45dba98', 'adres'),
('45f7aefb-a15a-46f2-8a4a-887a03dca662', 'telefon'),
('0cf57164-fbbd-4e09-bfe5-9850b5294e60', 'NIP'),
('2e26552d-73d0-452f-bfc2-43c029f4bced', 'pesel'),
('42b49a3e-6f4c-46a7-a243-d3908dfb873a', 'email'),
('cd98b673-97c4-4f81-9954-2a4524ec9c43', 'adres'),
('eef52b45-bbd5-4fbf-a4ec-03a394cd3194', 'telefon'),
('d1f37e91-836d-4f25-b801-e2f3701e0ec4', 'NIP'),
('cf46f599-abbc-4914-89c1-5659e61f4354', 'pesel'),
('6b0168e7-e473-4d3c-b02c-bff969e21fd9', 'email'),
('7f0d8d26-d3eb-4b04-832e-cd0837aeea9e', 'adres'),
('8a52725c-0359-4c35-a18b-8f0dfb997b4f', 'telefon'),
('abddbd6a-9db0-4238-b109-56c1d559709b', 'NIP'),
('26518147-8501-4f24-b2d5-4c24d7f9070e', 'pesel'),
('ab08f50d-eec0-4b51-9eb2-f2c33d2fd95c', 'email'),
('a1d15d3a-90f8-44ed-9a55-1246a7bbcd95', 'adres'),
('1851ae34-17d1-46be-bea7-ad018aea764a', 'telefon'),
('1a4d0f83-9f4b-49ea-bcca-589e26c60e5f', 'NIP'),
('c2ab434f-b801-422a-b374-c84128659977', 'pesel'),
('0df3500e-7e1b-484c-b422-49b5e3064b93', 'email'),
('bbbd3991-3260-4559-a6ce-884f10ed0300', 'adres'),
('14fddf75-f72a-4716-86bc-a6f561b238fb', 'telefon'),
('66affb52-a10d-4777-9a0a-b6afa89e3279', 'NIP'),
('3e3db37a-d045-4987-bc07-034e8b598187', 'pesel'),
('b9cae8eb-17da-4401-97e4-5e6b67db65f1', 'email'),
('631c13ba-5682-4179-8cb6-53a247c2e8c1', 'adres'),
('2a25c273-019d-4537-bffc-f76666b831db', 'telefon'),
('158d0584-8fcf-4a0e-b57c-a85c7c1f0f75', 'NIP'),
('6ab23412-3909-42c2-942e-0e6f1f0a52cb', 'pesel'),
('ba39f8b0-0236-411e-b043-5d8540584370', 'email'),
('747adb8d-ba56-458a-a5ae-7cd358b0713c', 'adres'),
('f01f1ead-f4d3-4a71-92aa-703cd971f00f', 'telefon'),
('c4b0d1e8-d263-461a-9b86-568b2ed1bb6f', 'NIP'),
('e0e516c8-a166-4579-bde7-3569ad02de81', 'pesel'),
('7bf7cdad-e1ac-46ca-b41a-f9db173a35c4', 'email'),
('0742cd38-5a30-4127-870c-3973dc49e14c', 'adres'),
('ef43ca21-7612-4ccd-a9a6-52a430ce6d84', 'telefon'),
('74c9d431-ff08-4ef8-9cbd-179a5e1ad82a', 'NIP'),
('fc18268e-fb63-4802-b77c-620ce7e4a627', 'pesel'),
('6b014acd-0b4b-4db9-9f88-6bc8ad8eba12', 'email'),
('17206738-cd2a-4e6d-bdf1-93ea0668dfb5', 'adres'),
('ac76c09f-a525-4e13-9f6e-ce4e7b449ecf', 'telefon'),
('02abf6ce-ed09-4c0e-bf5a-7d7e6135e1da', 'NIP'),
('816efc9c-49cd-4445-b891-0689ad7f8c8f', 'pesel'),
('ce660cae-4807-438d-9955-6f93a840295c', 'email'),
('75ac5411-bace-4e86-8077-8446944b460d', 'adres'),
('4fa54561-0016-4a9f-a2cd-6908fc66debb', 'telefon'),
('4ebd3f8a-f6cc-4b23-9bbf-f3002bbb12c4', 'NIP'),
('b5b78b6b-cfcb-49cf-a5df-647276be1c41', 'pesel'),
('a1cc1319-72f2-4846-bc1f-9a1131dc3b20', 'email'),
('85873ce8-bc3c-4680-add0-ecc357f7a8b8', 'adres'),
('4b58a0d5-dca5-4fee-8b3c-6566e8ab1ab6', 'telefon'),
('4ff52f64-3c74-456c-81c6-91b552a42ee6', 'NIP'),
('401c767f-823d-4a1b-9ec1-739f83ac3054', 'pesel'),
('09bb2f8b-35a5-48ef-b7d6-91b5e953a94d', 'email'),
('3292a928-9f58-4b4f-bb9a-e3430e69e65c', 'adres'),
('10bdfe15-6602-461d-9b4e-bf9bd3acc146', 'telefon'),
('4bcee227-8f6b-4116-bdf4-5a1a5463de58', 'NIP'),
('89165be4-0c1d-46c1-bc95-e55d0f73bf55', 'pesel'),
('c0413e67-5860-4fd7-bb85-c139aa23f369', 'email'),
('a830a940-4a9e-4334-b7eb-cc3aa293d451', 'adres'),
('3368b52b-2b02-4522-844c-aabba0d86d39', 'telefon'),
('9762fb78-a08a-4d5c-9d27-e030491f3c98', 'NIP'),
('596afa7e-68e0-40fe-9dbf-939c0638d150', 'pesel'),
('c12a2f8b-bf11-402e-8609-6adae1e25ef4', 'email'),
('d70e0a6a-34a8-4d19-a7dd-3f86a375d202', 'adres'),
('e380f565-3852-467d-85c0-af4e85be060f', 'telefon'),
('3c77d738-94eb-403c-8ada-24f0b3687bc0', 'NIP'),
('9a22f6bc-6d20-4733-800a-538e20e3f0b0', 'pesel'),
('e0f6e211-fd52-43e6-8224-be6279d5c7dd', 'email'),
('724cda7c-75ec-43b6-b670-ec5a5fac8655', 'adres'),
('13e139a5-c05d-45c1-85da-d02a9a8636db', 'telefon'),
('157bd540-fbb0-45a1-8307-fc43a221e5e9', 'NIP'),
('3cac3e36-dc7e-4d18-9047-3568f1f0cb89', 'pesel'),
('082b42dd-fee0-4d40-8037-929c13fd46a3', 'email'),
('b022f3eb-0768-4105-8fd9-7f63dcfe8666', 'adres'),
('3f7e54b8-b7a6-4642-86f3-b22dfce3b78a', 'telefon'),
('381c058a-ec43-43b7-8717-3ba2c105e70e', 'NIP'),
('a7bbc55f-26b1-4d2b-b5cc-3e586aed85cd', 'pesel'),
('4b4a40eb-7093-4825-992d-39c1c46845d5', 'email'),
('9cf47e9e-01bc-4eb1-ac31-11b8984d3b25', 'adres'),
('0aaebca4-3ae0-48a1-99b1-07790c53b468', 'telefon'),
('b91db74d-0eaf-45ac-b60b-7c9ae51162f7', 'NIP'),
('b96f1580-1a4a-4d0f-bbaa-b887e7926402', 'pesel'),
('36ae6f95-be45-4be8-abeb-04865ae888fe', 'email'),
('732394df-c4e0-4b5f-9c59-0ddfc37765c5', 'adres'),
('86d195cb-f211-4a52-803a-d5e3fa966534', 'telefon'),
('7a409fbf-d566-41bf-9bc1-47fae2e0d616', 'NIP'),
('5e53ddfc-85bc-42b2-800f-6349fb2b4d00', 'pesel'),
('7dc61666-67fc-4361-8f95-08b17e7ee178', 'email'),
('bef071d1-73bd-4b07-934b-007ff20335fc', 'adres'),
('9a407345-f577-458d-9219-98e3777c1d50', 'telefon'),
('a83ed18e-47fa-48b7-a93d-7d10c86a63f6', 'NIP'),
('3b0521ef-0050-4859-9730-d16ee96bd7bf', 'pesel'),
('189085c0-fd30-41b3-983a-0bfc2a724da1', 'email'),
('0a6e07ae-2be7-4c0d-abf0-04554dbc2ded', 'adres'),
('2648c1ef-d386-4cea-a0d7-bac2b2f390c4', 'telefon'),
('7af89736-758a-4d97-8437-4acbe9eb86c9', 'NIP'),
('aa708f85-4498-4a98-8d94-d346e5223e9e', 'pesel'),
('cc557b9a-1846-40ee-9dec-20f910613d99', 'email'),
('4bb2657f-29ec-402c-916b-147790da3e14', 'adres'),
('e92090a7-c31a-4cc4-b388-30b61b68a702', 'telefon'),
('79bcd09b-3313-41ba-a11d-0e179ffa7d96', 'NIP'),
('26741da1-bfad-46bd-8e10-7cdf2dcf7863', 'pesel'),
('2437826a-9af8-4ed8-922f-cd9da62901d7', 'email'),
('372dcb54-3b1f-48ce-8f0d-ee600f74c793', 'adres'),
('85325b7a-e6f8-4044-a983-cddc0700e3aa', 'telefon'),
('7609e20a-1db0-460f-8999-ba63ceee8af3', 'NIP'),
('24a32db7-1ad5-4dc0-b63a-3f52acf1b94c', 'pesel'),
('b4a0e308-98da-4cde-80fd-fc14bf2e7e18', 'email'),
('576e15ce-66ff-4c91-8b35-08f120e480e6', 'adres'),
('5764c48f-1a15-4e49-b1c8-ea5c9830d514', 'telefon'),
('58d8b359-b466-4865-b6e1-34f4109c9370', 'NIP'),
('88a9083f-7dd1-4c12-bbe6-672aac4c734a', 'pesel'),
('8840f9bc-d738-4cea-a980-2aad1218f1ca', 'email'),
('5d31e826-4ac6-470a-92e0-6acb815b441e', 'adres'),
('ec22642c-8440-4045-ab7b-d42f5a22020f', 'telefon'),
('b3c41930-4509-4819-b926-ecf28e337329', 'NIP'),
('fd3e6f19-7911-4eef-b8ff-a2b3ae59a2ee', 'pesel'),
('74f6da5f-717b-44d5-b4f7-e5df21ec0b42', 'email'),
('93867117-7663-450a-a9a9-e1dd6c37bd38', 'adres'),
('385a76b0-a856-4fb4-b2f1-19536c41bba3', 'telefon'),
('7d0ea12b-b79f-4e65-9e6d-49f5be2e114e', 'NIP'),
('9a95bada-096b-448f-ab26-359f0735a1a4', 'pesel'),
('e863e5ae-8c1c-48e9-a376-98df6a3eed57', 'email'),
('2848b2d3-613f-4387-a7c1-a616c00e2d8c', 'adres'),
('fa4458cf-255b-4034-88c6-7c4ed2e8c36a', 'telefon'),
('f40acc1f-9c74-4b34-971e-fe53bafc0cba', 'NIP'),
('adb08c34-7ea3-45cb-949d-b8059215b8fe', 'pesel'),
('52ef26f0-c7ea-4f91-b3f3-d977987d4722', 'email'),
('81ba75fc-ea31-4ed9-bf6b-e45cdf467395', 'adres'),
('fa538926-fcdf-4f51-8b3e-f0018caae3d7', 'telefon'),
('98e532b1-9deb-4815-be95-ad268d280642', 'NIP'),
('81fa79e8-2d9f-4fa1-bf50-1d2e35e57a67', 'pesel'),
('8a8fd86b-d0cc-4f96-8c05-dd43ed4a4a52', 'email'),
('77b9831e-980c-4d9f-856d-75493b05192f', 'adres'),
('c39b407b-e138-405b-a619-cb9e27386e30', 'telefon'),
('a2b74121-779f-4524-a5aa-b94dd26997f0', 'NIP'),
('62a690c2-5c66-4a5c-a27e-cdb2f31f366a', 'pesel'),
('71f3b3dd-e0ee-4cbd-a919-fbb5fc54c180', 'email'),
('7057d689-3043-44ba-a8d0-93d72cd2ed89', 'adres'),
('341caa75-7e82-4ead-8dc7-fdcbb2659449', 'telefon'),
('8bf83173-feeb-4de0-a837-35fdd3abec1a', 'NIP'),
('bc3a9d2a-56af-4bee-a4a9-8a540fa7323b', 'pesel'),
('3aec2099-c101-48b7-abee-f930a6bd26a4', 'email'),
('b5d1019b-9ac6-4abf-9295-84c35bc2c491', 'adres'),
('8c18ef8e-0f60-427b-b74c-8e59566a9f5b', 'telefon'),
('51262882-699a-48de-9e8e-a8d14c58961d', 'NIP'),
('1a246ff2-3b59-4691-8779-a45cca8c13e7', 'pesel'),
('df35de4a-897a-4886-aa72-1d3c31dec705', 'email'),
('4c53dc56-24b9-4ad5-8ecf-2b814cc31394', 'adres'),
('2690159a-a4f1-45d0-b3dd-b407035bd9e6', 'telefon'),
('7aeeb49f-94b8-4f34-aec5-667843681db7', 'NIP'),
('f6a56d7d-0276-472b-a37d-a2c13513b3be', 'pesel'),
('36dd6e51-694b-40d8-83e8-2c6c826946fc', 'email'),
('f12bc2e1-4997-4748-81af-9e8dd5b38b32', 'adres'),
('19779c6a-b44f-4a41-8352-d4ce94f7a9da', 'telefon'),
('3f77a174-8d93-41bf-9b37-7c955932a8ea', 'NIP'),
('826dd097-8cf7-4112-9c64-2377d0cc1664', 'pesel'),
('773a3d73-f046-4a12-85f5-0c2e6d23698e', 'email'),
('28518192-6dff-46d8-9e5c-1a3ad957ae01', 'adres'),
('927579b0-3484-4958-8ceb-2a6d6b05dee8', 'telefon'),
('fe4fa3f3-f3cc-45fc-99b4-9e65e902faf8', 'NIP'),
('f519824f-c787-43d5-96c4-dd008a7ed2b2', 'pesel'),
('1a320e25-6ebf-4cee-98b4-d32910d0bdc2', 'email'),
('07283901-0963-4f44-8075-4194ae42de91', 'adres'),
('e6d62ce4-0c07-4a52-8cca-bb4d0f2ed90b', 'telefon'),
('e5e53eff-3f1e-4ee2-96f2-2b4837e00661', 'NIP'),
('e3374136-26dc-484e-bed6-918646b95143', 'pesel'),
('8e692110-6d98-465e-a45c-0acf22050aea', 'email'),
('f132e61c-5cff-400d-b710-57d977701470', 'adres'),
('5eaab158-1372-496a-94be-d1692f129f91', 'telefon'),
('13896beb-cb7e-4797-b3fa-8cc9e6a09761', 'NIP'),
('af067bac-ae44-4641-af0e-17623a568cb1', 'pesel'),
('5aca931d-cb90-4e74-a07e-87f83b594fb1', 'email'),
('67ee1edb-5263-4f35-987a-bb95fc837120', 'adres'),
('b27c8758-311c-42ee-87d0-a9b7c0563efa', 'telefon'),
('58f6b24e-2a06-443f-949d-16d5e5cfa4cd', 'NIP'),
('7af65d62-ad19-4e11-bad9-8b121f6c0f86', 'pesel'),
('1dfa159e-fe0a-43f7-b95a-db8a065716d1', 'email'),
('46094556-1c28-4415-903b-9eb4bdfab541', 'adres'),
('1f888424-a18c-4db3-8163-30bd5edf9130', 'telefon'),
('3014ecfd-d30c-4f95-b80d-169a2cb6aefe', 'NIP'),
('36d3e423-5543-4dea-bdd8-ea1ffd5b79b0', 'pesel'),
('4aa062ea-12ad-44ad-bec7-a350aa6e416b', 'email'),
('125a3970-1fec-4fb5-9518-3f747236dfee', 'adres'),
('518f8231-7e68-45bf-9071-f80371e9ae39', 'telefon'),
('98689f0f-cfb2-4753-9dfc-b66473f6b704', 'NIP'),
('8143d6a5-dd65-44fc-9f56-8e8f91364a5b', 'pesel'),
('659516e4-3407-4447-9872-3ae856073398', 'email'),
('0bf5e113-2711-4769-a2df-b9dc781062cd', 'adres'),
('371eec92-cd3a-4086-95ce-ef0a62a467fc', 'telefon'),
('6025974b-9149-4c4a-833a-3bafc104331a', 'NIP'),
('44b020d7-7777-48f1-a35c-3e928c02a8a2', 'pesel'),
('b81855d4-409a-4fb6-9525-3039ed1f2cdc', 'email'),
('089cafad-309b-4db5-a88e-1b5d7a9272cf', 'adres'),
('e5ed4345-27bc-4601-aeea-38a4b515c0ba', 'telefon'),
('f9d7bfcb-3d82-4cd3-8609-4c66db77fcb8', 'NIP'),
('8bb31e6f-8852-415f-ae1b-24784b146c49', 'pesel'),
('9938b93c-12e0-4b98-91dd-cec15f93d8e0', 'email'),
('958bc5af-c0eb-4d84-940c-989b517f9871', 'adres'),
('895d7a66-5e35-4a51-84f4-62d9daf3f6e2', 'telefon'),
('b338f985-4fdc-47da-9fef-0a60650ab9c8', 'NIP'),
('cf0d6d97-1795-434c-83c5-5b14c5d40bf4', 'pesel'),
('1461d97c-b0a7-4d22-bc2e-4ec17731a878', 'email'),
('22e9a053-58ba-4c5a-b8ea-493de96ee210', 'adres'),
('ca7bc7a0-e723-4a38-9c50-767a0d7d7585', 'telefon'),
('f28e2107-f9c9-4b9a-8055-6a96265bfaec', 'NIP'),
('a535fe82-33d5-4430-9fe8-f1ad47707cdf', 'pesel'),
('6794774b-95e9-41f6-a8d7-ab43c86adf63', 'email'),
('c84057c5-ed7c-400b-bf24-6d55d673db70', 'adres'),
('14fc214e-adde-4ef2-833d-df533f9229a6', 'telefon'),
('a3a22b8d-7831-4694-b968-96806bec08ea', 'NIP'),
('ba9ddd8d-8077-45fa-abf2-e6718c2abe82', 'pesel'),
('ae9c7230-be37-47c8-aadf-3115ff162f8c', 'email'),
('a0c7bf67-c365-4160-8f1a-690ce934e30c', 'adres'),
('40b00bb8-f097-4e95-b384-b9b22f6d17ee', 'telefon'),
('e22e1fcd-d398-4038-a836-ca1c771db239', 'NIP'),
('7edc1248-ba75-4b9d-b3d3-ca60b6d0db7f', 'pesel'),
('566132be-fe6e-4262-8828-a10316aa45ce', 'email'),
('a4393d97-972b-4343-bc3c-5586fead51df', 'adres'),
('4e5eef0d-23b5-405a-a9b7-90b5e4d3fe30', 'telefon'),
('d8ea6bdf-97c2-42ab-ac5d-e137f3d3972b', 'NIP'),
('efe4dfce-7467-486c-964b-6a14c104e952', 'pesel'),
('adac34dd-4a52-4d3c-b1f1-bd40c71df671', 'email'),
('d08d556f-b974-4461-9724-2d90fcfbd470', 'adres'),
('2cdc896d-e65b-4d56-84f4-b860dc94ef97', 'telefon'),
('f7911905-f73c-4636-98c3-5c6f5ef22e91', 'NIP'),
('92af23c3-a214-4599-8715-81bb3f2060a9', 'pesel'),
('8efb67bc-399a-4900-a4a8-35c469d20ee4', 'email'),
('65fc99db-a37c-496d-bf25-7cdbfe3ce074', 'adres'),
('da737092-ca51-4e8d-8ae2-76d981c3d32f', 'telefon'),
